Fecha;SO2(µg/m³);NO(µg/m³);NO2(µg/m³);PM10(µg/m³);Ni(ng/m³);NOx(µg/m³);Ozono(µg/m³);As(ng/m³);Pb(µg/m³);BaP(ng/m³);Cd(ng/m³)
04/10/2019;5;14;45;26;4,16;66;49;0,42;0,01;;0,21
05/10/2019;5;8;35;20;;47;43;;;;
06/10/2019;5;6;24;20;4,29;33;52;0,83;0,01;;0,11
07/10/2019;5;15;47;;;69;33;;;;
08/10/2019;5;15;45;29;3,18;68;41;0,56;0,01;;0,25
09/10/2019;5;10;28;;;43;51;;;;
10/10/2019;5;7;25;16;2,49;36;47;0,28;0,01;;0,03
11/10/2019;5;10;29;25;;44;46;;;;
12/10/2019;5;7;28;20;1,65;40;41;0,42;0,01;;0,07
13/10/2019;5;5;20;;;28;52;;;;
14/10/2019;6;7;30;26;2,35;41;47;0,42;0,01;;0,1
15/10/2019;5;5;17;12;;24;52;;;;
16/10/2019;8;15;43;24;0,96;67;39;0,28;0,01;;0,06
17/10/2019;5;9;43;;;57;43;;;;
18/10/2019;5;8;33;26;1,79;46;33;0,42;0,01;;0,04
19/10/2019;4;6;26;27;;35;49;;;;
20/10/2019;5;4;15;8;1,24;21;45;0,42;0,01;;0,04
21/10/2019;6;11;32;13;;48;40;;;;
22/10/2019;6;10;38;6;0,54;54;30;0,28;0,01;;0,07
23/10/2019;6;6;15;4;;23;47;;;;
24/10/2019;5;12;37;14;2,35;56;33;0,28;0,01;;0,09
25/10/2019;5;17;50;;;76;33;;;;
26/10/2019;6;14;49;25;3,6;69;30;0,56;0,01;;0,07
27/10/2019;5;7;31;24;;42;39;;;;
28/10/2019;7;32;72;35;3,46;120;17;0,56;0,01;;0,24
29/10/2019;8;45;87;49;;156;19;;;;
30/10/2019;6;32;77;44;4,15;126;22;1,25;0,01;;0,42
31/10/2019;5;24;65;25;;101;20;;;;
01/11/2019;4;10;26;14;1,37;41;29;0,28;0,01;;0,04
02/11/2019;3;4;4;;;9;53;;;;
03/11/2019;3;3;4;21;6,1;8;75;0,14;0,01;;0,03
04/11/2019;3;4;7;18;;13;64;;;;
05/11/2019;4;5;16;12;3,4;23;57;0,14;0,01;;0,03
06/11/2019;5;14;38;19;;59;36;;;;
07/11/2019;4;4;17;17;2,85;23;47;0,14;0,01;;0,03
08/11/2019;5;4;17;10;;24;52;;;;
09/11/2019;4;3;7;11;1,46;12;58;0,14;0,01;;0,03
10/11/2019;4;4;7;;;12;65;;;;
11/11/2019;4;5;19;;;26;52;;;;
12/11/2019;4;6;25;14;;34;57;;;;
13/11/2019;5;6;38;;;48;30;;;;
14/11/2019;5;;;11;;;53;;;;
15/11/2019;6;;;;;;41;;;;
16/11/2019;6;;;13;;;39;;;;
17/11/2019;6;;;;;;54;;;;
18/11/2019;5;;;;;;29;;;;
19/11/2019;7;;;;;;29;;;;
20/11/2019;5;;;19;;;33;;;;
21/11/2019;5;;;;;;29;;;;
22/11/2019;5;;;;;;23;;;;
23/11/2019;4;;;;;;69;;;;
24/11/2019;4;;;6;;;58;;;;
25/11/2019;3;;;;;;43;;;;
26/11/2019;5;;;;;;37;;;;
27/11/2019;4;;;;;;52;;;;
28/11/2019;4;;;;;;57;;;;
29/11/2019;4;;;;;;38;;;;
30/11/2019;3;;;;;;32;;;;
01/12/2019;3;;;;;;46;;;;
02/12/2019;3;;;16;;;51;;;;
03/12/2019;4;;;;;;35;;;;
04/12/2019;5;16;50;;;75;37;;;;
05/12/2019;6;24;53;;;90;31;;;;
06/12/2019;5;37;50;;;107;21;;;;
07/12/2019;6;44;49;;;116;16;;;;
08/12/2019;4;17;27;;;54;23;;;;
09/12/2019;3;27;39;;;79;26;;;;
10/12/2019;4;28;42;;;84;25;;;;
11/12/2019;4;24;37;;;73;25;;;;
12/12/2019;3;3;11;;;16;47;;;;
13/12/2019;3;4;14;;;20;61;;;;
14/12/2019;3;5;20;;;27;55;;;;
15/12/2019;5;28;38;;;80;40;;;;
16/12/2019;5;26;50;;;90;18;;;;
17/12/2019;5;54;52;;;134;22;;;;
18/12/2019;3;6;25;;;34;30;;;;
19/12/2019;4;50;50;;;126;16;;;;
20/12/2019;3;6;11;;;20;47;;;;
21/12/2019;4;1;1;;;2;62;;;;
22/12/2019;4;1;1;;;2;73;;;;
23/12/2019;4;5;20;;;28;45;;;;
24/12/2019;4;29;25;;;70;28;;;;
25/12/2019;3;27;25;;;66;17;;;;
26/12/2019;6;81;41;;;165;14;;;;
27/12/2019;6;54;34;;;117;16;;;;
28/12/2019;4;24;30;;;66;18;;;;
29/12/2019;3;13;23;;;42;29;;;;
30/12/2019;4;23;35;;;70;19;;;;
31/12/2019;5;25;29;;;67;17;;;;
